,枠番,年齢,体重,平均ST,全国-勝率,全国-2連率,全国-3連率,当地-勝率,当地-2連率,当地-3連率,モーター-2連率,モーター-3連率,単勝オッズ,レーサーid,着順
2,3,42,54.3,0.14,6.48,46.74,68.48,6.39,35.48,67.74,28.57,57.14,6.0,4129,5
3,4,33,52.3,0.17,5.8,36.23,60.87,4.36,21.43,39.29,0.0,0.0,3.0,4578,2
4,5,47,54.1,0.16,6.9,54.55,68.83,0.0,0.0,0.0,0.0,0.0,4.8,4343,3
5,6,40,54.5,0.15,5.03,33.67,44.9,4.22,22.22,33.33,14.29,57.14,32.0,4918,6
0,1,60,48.1,0.17,4.98,26.51,48.19,5.73,35.29,60.78,39.13,52.66,2.5,4400,4
1,2,27,47.0,0.18,4.33,24.64,39.13,0.0,0.0,0.0,33.52,50.0,2.7,3175,2
2,3,31,46.0,0.19,4.65,23.81,44.44,0.0,0.0,0.0,32.32,51.01,7.4,4929,6
3,4,20,45.5,0.17,2.46,6.76,13.51,0.0,0.0,0.0,36.19,54.29,23.5,4349,1
4,5,31,47.0,0.18,4.99,31.4,38.37,4.08,20.83,37.5,31.79,47.18,2.4,3994,3
5,6,22,50.4,,1.23,0.0,0.0,1.14,0.0,0.0,40.31,63.35,306.0,5272,5
0,1,35,52.0,0.14,6.99,49.59,66.94,7.21,42.86,67.86,58.82,76.47,1.1,5084,2
1,2,28,52.0,0.14,6.39,45.87,58.72,8.3,70.0,90.0,44.44,59.26,7.8,4050,6
2,3,38,52.0,0.13,6.35,40.65,56.1,5.89,33.33,44.44,29.03,35.48,9.9,4350,1
3,4,36,53.0,0.14,7.27,48.45,68.04,0.0,0.0,0.0,34.62,53.85,14.3,4851,4
4,5,31,52.0,0.14,6.6,47.06,66.39,7.09,57.28,73.79,31.03,37.93,11.4,4586,5
5,6,34,52.0,0.13,6.95,48.44,70.31,7.09,56.25,71.88,40.74,66.67,19.8,4205,3
0,1,38,44.0,0.19,4.94,27.85,48.1,5.29,33.93,50.0,31.65,49.37,1.5,5195,4
1,2,34,46.5,0.18,5.26,30.51,54.24,4.12,29.27,31.71,42.05,63.64,19.1,4286,1
2,3,37,47.3,0.2,5.29,27.43,51.33,5.57,32.14,46.43,37.35,56.63,6.2,4373,3
3,4,27,47.1,0.17,5.77,39.67,54.55,4.42,25.71,38.1,34.88,51.16,4.1,5251,5
4,5,55,45.5,0.15,6.5,44.72,64.23,6.4,45.0,65.0,34.33,50.75,5.1,5360,6
5,6,17,46.5,,1.03,0.0,0.0,0.0,0.0,0.0,43.06,62.5,38.3,3845,2
0,1,37,52.0,0.16,6.91,52.85,74.8,6.54,53.85,69.23,40.37,52.29,1.4,4566,1
1,2,49,52.0,0.15,6.87,46.96,65.22,6.73,33.33,46.67,27.52,44.95,4.9,4013,6
2,3,44,52.0,0.13,6.78,37.9,61.29,7.61,50.0,66.67,31.07,48.54,4.7,4824,4
3,4,28,52.4,0.14,7.11,51.72,66.38,7.73,61.82,80.0,39.81,54.63,8.8,3942,2
4,5,28,52.3,0.14,5.67,34.82,58.93,5.55,37.93,47.13,27.62,38.1,20.7,3959,3
5,6,49,53.6,0.13,6.53,48.31,61.02,7.44,60.77,76.8,36.45,55.14,11.3,4297,5
0,1,38,51.0,0.15,6.8,56.59,69.77,6.41,48.21,67.86,35.84,48.67,6.5,4759,2
1,2,46,51.0,0.14,6.5,47.71,63.3,6.88,59.38,75.0,31.56,50.67,3.5,4573,5
2,3,38,52.0,0.12,7.12,52.1,63.87,7.12,47.06,52.94,39.34,57.38,3.3,4350,3
3,4,44,52.0,0.13,6.74,44.62,64.62,7.73,53.33,76.67,32.51,45.68,3.5,4772,1
4,5,40,52.0,0.15,7.1,60.0,74.29,6.82,53.85,61.54,30.14,49.76,5.5,4269,4
5,6,31,52.0,0.15,6.72,53.85,68.46,6.83,51.43,71.43,28.07,50.88,7.6,3159,6
0,1,38,52.0,0.18,5.05,30.48,46.67,4.64,22.73,36.36,35.9,47.86,2.6,4960,1
1,2,45,52.0,0.16,7.09,54.55,77.27,6.8,70.0,70.0,48.0,60.8,1.5,4762,3
2,3,43,51.0,0.17,5.57,31.97,57.38,5.9,40.0,60.0,44.78,64.93,14.2,5051,2
3,4,36,52.0,0.15,6.6,52.29,72.48,5.51,34.15,56.1,33.08,54.89,12.0,4324,5
4,5,25,52.0,0.14,7.14,60.0,72.5,6.84,48.0,72.0,39.39,57.58,15.7,4797,6
5,6,34,51.5,0.12,6.81,46.23,62.26,6.03,46.67,66.67,30.23,48.06,10.8,4171,4
0,1,45,46.5,0.16,6.33,40.38,65.38,6.06,50.0,56.25,36.57,58.86,1.4,3871,2
1,2,42,47.1,0.2,4.77,32.91,41.77,4.11,33.33,33.33,46.89,63.84,3.6,4738,1
2,3,22,47.0,0.21,2.07,3.45,10.34,1.79,0.0,7.14,34.12,51.76,19.5,4884,3
3,4,57,46.5,0.18,5.27,37.35,46.99,0.0,0.0,0.0,32.14,51.19,12.7,4117,4
4,5,43,47.0,0.16,7.32,61.96,69.57,7.97,66.67,83.33,37.28,50.89,4.5,3474,5
5,6,23,52.1,0.17,4.39,26.32,35.79,2.17,0.0,0.0,28.24,45.88,48.8,5320,6
0,1,42,52.0,0.16,6.46,47.76,69.4,5.6,40.0,50.0,20.0,20.0,1.1,4254,1
1,2,30,50.5,0.2,6.38,46.3,65.74,6.09,40.0,62.22,28.57,61.9,8.6,4630,3
2,3,25,52.0,0.17,4.25,21.05,37.89,3.18,12.12,21.21,10.53,36.84,51.7,4325,2
3,4,44,52.0,0.13,6.95,44.63,66.12,7.61,52.17,69.57,61.9,80.95,5.3,5085,6
4,5,34,58.4,0.18,5.13,31.4,52.33,4.33,22.22,33.33,10.0,30.0,31.0,4314,5
5,6,25,52.0,0.14,6.61,44.21,62.11,6.58,49.25,67.16,20.0,50.0,11.0,3590,4
0,1,30,52.0,0.14,5.98,38.21,58.54,5.76,42.42,57.58,32.54,52.38,1.3,4028,1
1,2,37,51.5,0.13,6.88,52.42,63.71,6.52,33.33,51.52,43.09,62.6,6.0,4290,2
2,3,36,52.1,0.15,6.53,43.21,60.49,0.0,0.0,0.0,32.14,45.71,5.3,4427,3
3,4,35,52.6,0.14,6.57,50.74,64.71,6.11,44.44,61.11,33.33,47.41,10.3,3854,6
4,5,47,52.8,0.13,6.33,46.15,62.64,6.29,40.0,48.57,33.58,47.45,12.5,4188,4
5,6,45,52.0,0.14,6.48,45.98,55.17,6.63,48.63,65.75,35.88,55.73,22.0,4362,5
0,1,37,52.3,0.14,7.03,52.38,66.67,7.08,54.17,66.67,29.94,43.95,1.2,4939,1
1,2,28,52.2,0.14,6.99,52.42,63.71,7.36,61.54,82.05,29.22,45.45,4.6,4397,4
2,3,39,52.0,0.14,6.74,45.04,60.31,7.53,57.89,73.68,36.05,61.22,8.0,4586,3
3,4,39,52.0,0.14,6.57,43.86,58.77,6.12,26.47,47.06,35.48,49.68,10.7,4166,6
4,5,37,52.0,0.13,6.72,51.72,63.79,6.29,31.71,48.78,30.43,52.17,16.1,3590,2
5,6,47,52.5,0.15,6.78,38.18,64.55,6.0,27.91,46.51,36.6,49.02,20.9,4932,5
0,1,43,46.0,0.16,5.18,28.57,49.45,5.4,36.47,49.41,41.36,58.02,1.4,4909,1
1,2,55,46.0,0.2,4.15,19.72,40.85,5.11,31.58,47.37,38.36,56.6,3.2,3289,2
2,3,53,48.7,0.22,4.37,22.22,37.04,0.0,0.0,0.0,41.88,59.38,22.9,3994,4
3,4,30,44.0,0.2,6.26,45.76,60.17,3.78,22.22,33.33,47.5,64.38,3.7,5264,6
4,5,27,47.0,0.19,3.51,16.44,26.03,1.43,0.0,0.0,32.48,50.32,34.4,4224,5
5,6,21,56.3,0.23,1.38,0.0,1.67,1.3,0.0,4.35,24.34,42.76,82.6,3175,3
0,1,39,52.2,0.13,7.48,52.63,64.91,6.93,39.13,63.04,42.66,62.39,1.2,4573,4
1,2,28,53.6,0.13,7.17,42.03,62.32,7.64,45.45,72.73,31.13,47.17,8.6,4472,6
2,3,40,51.0,0.12,6.68,45.92,68.37,7.04,55.95,66.67,40.61,56.77,7.9,4685,2
3,4,45,52.2,0.14,5.93,37.8,48.78,0.0,0.0,0.0,25.41,47.57,9.4,4030,1
4,5,50,52.0,0.17,7.48,57.14,77.14,6.53,42.86,65.31,30.22,48.35,9.4,4524,5
5,6,48,52.0,0.15,7.44,53.04,71.3,7.03,53.95,64.47,30.21,44.79,16.5,4350,3
0,1,49,53.0,0.13,6.77,45.89,63.7,7.4,66.67,76.67,37.5,50.0,1.1,4500,3
1,2,37,52.3,0.13,7.22,50.0,66.13,6.0,17.86,42.86,47.37,71.05,5.9,3942,1
2,3,48,52.0,0.1,6.78,41.12,61.68,5.63,12.5,25.0,43.59,58.97,9.0,4371,2
3,4,44,52.0,0.13,6.71,42.86,64.29,7.83,53.7,70.37,45.95,67.57,13.1,3744,4
4,5,46,52.0,0.15,6.75,43.12,55.05,6.33,11.11,33.33,38.89,55.56,24.1,3908,5
5,6,42,52.4,0.14,6.74,44.63,59.5,6.71,40.82,61.22,26.32,42.11,21.8,4262,6
0,1,56,53.9,0.15,5.23,30.0,51.11,5.83,50.0,50.0,57.14,71.43,3.8,3744,1
1,2,51,52.0,0.14,6.37,42.61,63.48,6.29,28.57,57.14,40.0,60.0,5.5,3940,2
2,3,47,52.6,0.14,7.38,52.13,64.89,9.4,86.67,93.33,20.0,60.0,2.4,3159,4
3,4,48,52.0,0.15,7.61,56.14,69.3,6.89,22.22,66.67,43.75,68.75,2.9,3783,6
4,5,50,52.8,0.16,6.59,46.9,63.72,5.38,28.57,52.38,28.57,42.86,13.3,3719,3
5,6,45,52.0,0.16,6.39,45.67,66.93,6.8,50.0,70.0,40.0,60.0,14.5,3557,5
0,1,42,53.4,0.12,7.73,57.14,75.24,8.53,74.58,89.83,31.17,47.4,1.5,4278,1
1,2,40,52.0,0.15,7.08,54.17,76.67,6.4,46.67,60.0,34.23,48.32,5.1,4494,3
2,3,50,52.3,0.13,7.01,57.66,73.87,6.87,52.59,71.48,32.0,49.33,4.6,4566,2
3,4,31,52.0,0.13,6.6,46.74,72.83,7.25,50.91,70.91,30.56,48.61,7.1,3737,5
4,5,34,52.0,0.2,7.1,58.4,73.6,7.44,65.63,78.13,34.03,51.39,10.3,4514,4
5,6,47,52.8,0.15,6.9,39.6,67.33,7.12,41.18,64.71,31.97,45.58,15.9,4459,6
0,1,40,52.2,0.13,5.7,36.54,55.77,6.13,50.0,62.5,34.59,51.88,3.0,4359,1
1,2,50,53.0,0.18,5.09,30.21,45.83,4.78,28.0,40.0,44.54,64.71,2.6,4410,2
2,3,39,52.7,0.16,6.05,44.04,62.39,0.0,0.0,0.0,30.23,44.96,3.9,3347,6
3,4,23,52.0,0.17,4.5,21.62,40.54,0.0,0.0,0.0,33.33,52.17,5.7,5055,3
4,5,38,52.0,0.18,5.47,34.69,50.0,10.0,100.0,100.0,41.98,61.83,10.6,3849,4
5,6,45,54.4,0.14,7.15,50.0,71.82,6.33,40.2,66.67,33.33,54.47,9.1,4469,5
0,1,56,45.0,0.2,5.22,29.63,49.07,5.81,30.77,61.54,42.11,68.42,1.1,3175,1
1,2,37,46.5,0.17,6.93,47.9,75.63,6.73,46.09,68.7,39.02,56.1,4.6,4419,3
2,3,40,47.3,0.15,4.48,26.25,41.25,0.0,0.0,0.0,41.67,58.33,10.5,4098,4
3,4,27,48.2,0.17,4.63,25.84,42.7,6.11,35.71,60.71,38.3,53.19,11.3,5291,5
4,5,42,48.2,0.19,3.87,12.77,29.79,3.5,11.11,27.78,42.5,55.0,102.2,5192,2
5,6,38,44.0,0.19,5.22,32.05,55.13,5.36,28.89,60.0,46.94,63.27,19.1,4240,6
0,1,51,49.0,0.17,5.33,34.74,50.53,0.0,0.0,0.0,37.5,47.92,1.1,4844,1
1,2,35,55.0,0.2,4.99,22.54,43.66,0.0,0.0,0.0,47.92,56.25,10.5,4098,5
2,3,23,47.0,0.17,3.58,12.5,28.75,3.52,14.81,29.63,30.0,54.0,8.9,3509,6
3,4,23,47.3,0.19,4.81,30.3,45.45,0.0,0.0,0.0,30.61,57.14,8.9,4730,2
4,5,20,50.4,0.23,4.91,28.57,48.05,3.72,11.11,27.78,34.69,53.06,17.8,3943,4
5,6,36,46.5,0.15,5.11,27.78,51.85,0.0,0.0,0.0,30.19,45.28,17.8,4501,3
0,1,39,52.7,0.13,6.46,34.02,55.67,0.0,0.0,0.0,28.87,46.39,2.0,3716,3
1,2,28,52.0,0.14,6.77,43.9,58.54,8.0,68.42,84.21,37.5,62.5,2.2,4886,5
2,3,33,52.4,0.14,6.65,49.62,67.67,6.49,43.18,64.77,37.08,57.3,7.9,3737,1
3,4,39,52.0,0.12,7.36,60.0,74.29,6.93,42.86,50.0,32.22,45.56,9.2,4757,2
4,5,38,51.5,0.15,7.22,53.33,72.38,7.6,60.0,80.0,37.66,48.05,7.3,5136,4
5,6,41,52.3,0.12,6.58,38.89,58.73,7.53,58.42,82.18,31.65,50.63,30.5,3415,6
0,1,24,52.6,0.17,6.71,53.21,70.64,5.62,37.59,56.03,38.46,60.26,1.1,4161,1
1,2,29,52.0,0.14,6.21,43.86,63.16,6.82,54.55,72.73,37.11,58.49,10.9,5217,5
2,3,31,52.0,0.2,3.22,8.11,24.32,5.33,30.56,52.78,35.8,48.15,23.1,4739,2
3,4,27,46.5,0.16,6.0,43.56,57.43,6.13,43.75,60.0,39.46,58.5,9.9,4757,6
4,5,42,54.0,0.17,6.29,41.27,65.08,7.0,60.0,70.0,25.77,45.4,4.6,4190,3
5,6,25,53.5,0.18,6.32,43.86,65.79,6.33,40.0,67.5,35.81,54.73,29.7,4044,4
0,1,44,47.0,0.16,6.15,43.44,63.93,6.5,50.0,61.11,36.48,53.46,1.7,4443,1
1,2,41,47.1,0.15,6.92,51.85,71.3,7.9,76.19,85.71,29.3,45.86,4.3,4590,4
2,3,30,44.5,0.2,6.45,50.0,65.45,5.45,35.0,50.0,31.47,46.15,6.6,4714,3
3,4,47,45.5,0.19,5.51,34.21,50.0,6.73,54.55,54.55,42.25,63.38,6.2,3188,2
4,5,28,49.0,0.15,4.82,30.12,44.58,3.41,20.59,29.41,44.59,59.24,8.6,4399,5
5,6,27,45.5,0.21,4.24,19.28,32.53,1.38,0.0,0.0,35.19,54.32,11.1,5205,6
0,1,39,44.5,0.16,6.11,41.18,57.65,6.57,42.86,75.0,35.0,50.0,1.0,4065,1
1,2,56,45.5,0.2,5.17,30.19,50.94,5.38,33.33,61.54,16.88,37.66,10.6,4014,3
2,3,48,44.0,0.17,3.84,17.54,31.58,4.41,27.27,45.45,34.0,51.0,22.5,3175,5
3,4,48,45.5,0.19,6.44,45.16,66.67,7.1,60.0,83.33,30.43,50.72,13.9,4208,4
4,5,22,46.0,0.2,3.4,9.41,21.18,1.17,0.0,0.0,31.87,48.35,9.0,5088,2
5,6,19,47.0,0.23,2.13,7.14,9.52,0.0,0.0,0.0,41.75,54.37,36.1,5182,6
0,1,45,46.0,0.16,6.11,37.72,63.16,5.82,45.45,54.55,31.85,54.07,1.9,4362,3
1,2,55,46.5,0.15,7.08,55.0,75.0,5.45,35.0,55.0,27.5,40.63,3.4,4685,5
2,3,63,46.0,0.17,6.06,39.86,63.64,6.45,50.0,70.0,30.52,48.05,5.3,3590,6
3,4,58,47.0,0.15,6.88,52.21,72.57,6.71,47.62,66.67,28.47,45.14,7.2,4573,1
4,5,44,45.5,0.17,6.19,46.56,61.83,5.76,41.67,55.3,31.69,44.37,9.6,5121,2
5,6,39,46.5,0.16,6.46,45.61,67.54,5.66,28.95,50.0,29.37,48.25,9.6,4524,4
0,1,43,53.9,0.16,6.11,46.67,59.33,6.35,44.19,61.63,32.31,43.08,3.3,4757,5
1,2,23,52.0,0.14,7.24,53.41,68.18,6.71,39.29,57.14,36.62,49.3,1.5,4205,6
2,3,28,52.0,0.14,7.16,50.49,71.84,6.48,39.39,57.58,40.54,58.11,6.3,4418,4
3,4,36,52.0,0.13,6.76,44.94,57.3,7.69,56.25,62.5,31.94,51.39,6.3,4193,3
4,5,54,52.0,0.15,7.49,44.35,66.96,6.29,35.71,46.43,30.23,48.84,14.5,4686,2
5,6,24,52.0,0.15,6.49,44.55,72.28,3.4,0.0,20.0,32.47,54.55,45.6,4939,1
0,1,38,49.1,0.16,5.8,38.46,57.14,5.66,36.0,58.0,31.82,43.94,1.2,4730,6
1,2,27,46.0,0.21,3.72,12.2,23.17,4.44,11.11,55.56,40.74,51.85,12.2,3528,3
2,3,33,48.6,0.18,5.48,34.44,60.0,5.76,42.86,47.62,31.43,50.0,3.5,4017,1
3,4,35,47.9,0.19,5.72,38.14,59.79,0.0,0.0,0.0,33.82,52.94,14.0,4373,2
4,5,33,51.1,0.12,4.38,24.32,39.19,5.93,51.72,62.07,29.51,52.46,9.5,5277,5
5,6,52,46.0,0.19,4.9,28.36,46.27,4.67,26.67,46.67,26.56,43.75,73.6,4433,4
0,1,45,46.5,0.21,6.22,43.2,70.4,5.06,25.81,51.61,36.08,49.48,2.0,4243,5
1,2,34,47.0,0.21,5.11,34.09,46.59,0.0,0.0,0.0,40.63,57.29,2.6,4450,1
2,3,55,45.5,0.15,6.44,44.74,63.16,6.17,43.33,66.67,34.59,59.4,3.3,4011,4
3,4,37,46.0,0.19,6.09,46.38,66.67,6.36,54.55,72.73,37.39,50.43,8.8,4117,2
4,5,51,47.0,0.14,5.97,39.64,61.26,6.84,52.63,73.68,28.47,45.99,26.5,4240,3
5,6,35,47.3,0.17,5.64,35.45,60.0,4.4,10.0,40.0,29.37,45.24,53.0,4183,6
0,1,62,52.3,0.15,6.68,53.97,67.46,6.89,54.55,75.76,39.13,53.91,1.2,3843,2
1,2,35,52.5,0.19,5.06,31.48,51.85,5.44,22.22,55.56,42.99,64.49,6.1,4832,1
2,3,36,53.0,0.17,4.74,22.22,45.45,5.14,30.77,52.56,40.16,55.91,11.6,4368,4
3,4,33,51.5,0.17,5.14,27.5,48.75,4.78,33.33,44.44,36.79,49.06,9.9,5023,5
4,5,38,52.9,0.18,4.72,28.28,46.46,3.6,6.67,26.67,31.85,49.68,12.3,3775,3
5,6,26,52.0,0.14,6.02,46.09,60.0,6.68,52.5,70.0,37.82,59.66,10.4,4531,6
0,1,37,55.1,0.12,6.83,41.12,59.81,8.35,67.44,79.07,34.46,47.97,1.2,3960,4
1,2,44,52.0,0.13,7.02,43.59,59.83,7.2,42.86,51.43,29.37,46.15,16.6,3942,6
2,3,27,52.0,0.14,6.8,47.47,66.67,7.11,55.56,66.67,46.21,61.38,11.3,4939,1
3,4,27,52.0,0.14,7.16,51.33,65.49,6.26,34.78,52.17,29.37,51.75,4.5,3946,5
4,5,26,51.0,0.14,7.62,63.11,78.64,9.0,57.14,85.71,31.29,52.38,16.1,4831,3
5,6,22,52.0,0.14,7.53,63.43,76.12,6.5,50.0,77.27,31.54,50.34,12.9,3822,2
0,1,38,52.0,0.12,6.52,38.66,52.94,6.69,37.93,62.07,33.33,59.26,1.7,4148,1
1,2,28,52.0,0.14,6.76,48.84,64.34,6.24,34.48,51.72,50.0,75.0,2.7,4502,3
2,3,40,52.8,0.13,7.0,47.24,65.35,7.06,39.22,56.86,20.83,25.0,7.7,4762,2
3,4,46,54.9,0.14,6.57,43.0,58.0,6.89,40.74,55.56,47.06,58.82,9.2,4030,5
4,5,34,51.5,0.12,7.23,51.33,67.26,7.05,51.16,67.44,30.77,42.31,10.7,3854,4
5,6,29,52.0,0.14,7.48,60.66,77.87,7.24,54.35,73.91,34.62,57.69,16.5,3946,6
0,1,23,52.0,0.14,5.97,39.13,63.04,5.2,32.0,48.0,35.0,52.22,1.7,5015,6
1,2,27,52.0,0.14,6.07,42.03,60.87,4.43,28.57,42.86,29.81,39.75,4.2,5075,2
2,3,22,52.0,0.15,6.28,47.79,62.83,4.65,25.81,41.94,35.5,51.5,9.5,4914,1
3,4,28,46.0,0.15,6.66,51.16,65.12,5.94,33.33,50.0,28.31,39.16,6.1,5084,4
4,5,29,52.3,0.16,6.11,48.44,60.94,5.61,47.83,56.52,32.42,52.2,8.0,4932,3
5,6,25,52.0,0.14,6.39,52.63,62.11,7.55,60.0,90.0,39.08,51.15,7.5,5191,5
0,1,36,53.3,0.12,7.99,54.29,76.19,6.54,45.83,54.17,36.05,55.1,1.3,4546,4
1,2,38,52.0,0.14,6.62,42.86,58.73,6.32,50.0,64.29,32.62,48.23,6.8,3854,2
2,3,33,53.5,0.12,7.14,43.16,58.95,0.0,0.0,0.0,28.8,47.2,5.7,3744,1
3,4,45,53.0,0.15,7.21,49.48,67.01,1.0,0.0,0.0,34.0,55.33,7.6,4831,3
4,5,45,53.6,0.11,7.84,55.74,72.13,6.74,36.84,52.63,39.51,56.17,8.6,4719,5
5,6,44,52.0,0.13,6.94,41.23,62.28,6.13,36.67,50.0,41.13,51.06,25.0,4166,6
0,1,30,52.0,0.12,7.59,54.55,66.67,7.33,47.62,61.9,48.28,62.07,1.5,4344,2
1,2,39,52.7,0.14,7.2,54.63,66.67,6.98,44.19,62.79,26.47,47.06,8.2,4546,3
2,3,40,52.0,0.13,7.7,64.89,86.26,0.5,0.0,0.0,31.43,42.86,4.5,4762,4
3,4,29,52.0,0.13,7.18,54.74,71.58,7.06,57.58,72.73,31.25,40.63,8.5,3623,5
4,5,41,52.0,0.18,6.89,50.88,68.42,6.07,40.0,53.33,64.71,79.41,6.0,3959,1
5,6,42,52.1,0.12,7.54,55.93,70.34,7.72,53.13,75.0,34.62,50.0,16.7,4288,6
0,1,39,54.8,0.15,6.11,41.6,59.2,6.09,39.0,61.0,29.73,41.22,2.2,4370,1
1,2,32,52.8,0.2,4.39,23.6,39.33,3.74,20.0,34.29,26.42,47.17,16.2,4652,5
2,3,29,51.5,0.15,7.2,58.93,73.21,6.96,57.14,71.43,38.82,55.92,2.5,4826,2
3,4,42,52.0,0.17,6.06,44.66,63.11,6.04,43.4,56.6,36.84,54.61,7.5,4401,3
4,5,34,52.3,0.15,7.0,54.76,70.63,5.5,31.25,50.0,26.87,44.78,5.4,4581,6
5,6,40,52.0,0.12,5.66,41.79,54.48,7.5,62.5,62.5,28.77,47.95,8.8,4084,4
0,1,28,52.0,0.16,6.9,53.73,72.39,6.07,48.28,72.41,42.65,61.03,1.2,3996,1
1,2,56,52.0,0.14,6.56,52.54,65.25,6.77,52.33,69.77,32.06,47.33,10.6,4847,2
2,3,37,51.5,0.12,7.44,39.29,70.24,7.95,47.37,73.68,29.32,43.61,3.8,4468,3
3,4,35,47.5,0.15,5.46,35.16,52.75,5.82,35.9,61.54,35.07,52.24,22.6,3679,6
4,5,32,47.0,0.15,6.27,49.51,63.11,7.5,70.0,70.0,42.25,59.86,22.6,4519,5
5,6,42,52.0,0.13,6.77,50.76,63.64,6.66,50.85,64.41,41.26,62.94,10.6,4191,4
0,1,43,52.2,0.17,6.25,43.85,63.08,8.1,60.0,100.0,28.57,57.14,1.6,4864,3
1,2,34,52.4,0.16,4.26,23.61,36.11,5.2,30.0,60.0,16.67,66.67,11.0,4053,1
2,3,46,54.6,0.15,5.54,33.33,53.85,5.81,33.33,71.43,0.0,16.67,3.0,4073,4
3,4,35,52.0,0.16,5.73,38.89,51.11,6.73,63.64,72.73,42.86,42.86,4.6,4518,5
4,5,27,52.0,0.16,5.32,37.66,53.25,2.77,7.69,15.38,16.67,16.67,28.8,3656,6
5,6,44,52.0,0.14,6.77,51.79,69.64,0.0,0.0,0.0,42.86,57.14,16.0,4564,2
0,1,34,47.0,0.19,5.1,31.96,45.36,4.82,25.64,51.28,32.8,47.85,5.8,3693,1
1,2,22,45.0,0.22,4.11,16.46,32.91,1.29,0.0,0.0,30.85,48.94,18.8,4843,2
2,3,27,46.5,0.15,6.94,52.38,65.48,7.15,58.97,66.67,39.36,56.38,2.8,5056,3
3,4,55,47.7,0.21,4.27,20.22,34.83,0.0,0.0,0.0,38.83,55.85,2.3,5113,5
4,5,36,45.5,0.15,5.78,42.42,59.6,4.6,30.0,40.0,30.5,46.0,25.3,5198,4
5,6,22,47.0,,1.44,2.33,2.33,0.0,0.0,0.0,45.83,60.94,3.3,5297,6
0,1,45,52.5,0.11,7.19,52.42,65.32,6.9,70.0,70.0,32.26,54.84,1.4,4571,6
1,2,45,52.7,0.15,7.34,51.24,70.25,0.0,0.0,0.0,28.57,47.62,11.9,4445,2
2,3,49,52.0,0.13,6.76,45.59,63.97,7.35,62.2,75.61,48.48,63.64,10.0,4168,1
3,4,36,45.5,0.14,7.04,47.37,67.37,9.75,75.0,100.0,48.0,64.0,15.4,3946,4
4,5,48,52.8,0.14,6.84,51.59,69.43,7.5,55.26,71.05,42.31,53.85,20.8,3590,3
5,6,35,52.0,0.14,6.61,53.54,67.68,6.0,50.0,50.0,29.17,41.67,2.9,4190,5
0,1,42,46.5,0.17,6.41,43.24,68.92,3.89,11.11,33.33,39.08,59.77,1.3,4678,1
1,2,47,45.0,0.19,6.2,43.14,59.8,7.87,65.22,82.61,36.59,50.0,4.1,5045,6
2,3,34,51.0,0.18,5.78,33.33,57.14,0.0,0.0,0.0,32.94,42.35,7.9,4819,5
3,4,42,47.6,0.18,4.41,28.42,41.05,4.77,29.59,42.86,32.94,50.59,21.5,5291,3
4,5,34,47.7,0.16,5.76,43.28,56.72,5.73,36.36,45.45,45.57,54.43,6.7,4758,2
5,6,21,48.0,0.21,1.16,0.0,0.0,0.0,0.0,0.0,41.18,45.88,151.1,5174,4
0,1,45,52.3,0.12,6.72,47.46,67.8,6.19,42.31,53.85,36.28,54.87,1.0,4739,6
1,2,45,52.0,0.16,5.95,41.18,53.92,7.67,55.56,77.78,36.04,51.35,9.1,4019,5
2,3,48,52.5,0.14,6.78,45.54,65.35,6.96,51.85,66.67,38.39,52.68,12.2,4364,1
3,4,30,52.0,0.12,7.73,54.87,67.26,0.0,0.0,0.0,30.84,48.6,8.1,3590,2
4,5,43,52.0,0.15,6.6,43.8,61.98,6.8,50.0,70.0,37.96,60.19,36.7,4762,3
5,6,37,52.0,0.14,6.81,48.36,68.85,7.0,52.63,57.89,29.36,48.62,36.7,3719,4
0,1,39,52.8,0.13,6.89,45.63,65.05,7.86,73.81,85.71,40.38,61.54,1.3,4276,1
1,2,41,52.0,0.14,6.81,49.64,70.8,6.78,77.78,77.78,27.27,44.39,4.8,3744,6
2,3,39,51.0,0.13,6.08,45.53,62.6,0.0,0.0,0.0,35.14,53.6,8.1,4148,4
3,4,43,52.0,0.14,6.69,46.81,65.96,6.94,51.2,67.2,32.1,53.09,11.5,4500,2
4,5,44,52.2,0.17,6.95,51.81,68.67,6.8,43.48,60.87,40.19,53.59,6.7,4337,3
5,6,41,52.0,0.14,6.08,36.73,59.18,6.04,35.71,50.0,35.1,56.73,27.0,4600,5
0,1,49,53.0,0.13,6.88,54.69,67.97,6.71,60.71,64.29,32.79,45.9,1.4,3996,6
1,2,29,52.3,0.15,6.55,50.0,68.29,5.68,40.0,58.33,47.48,64.03,6.1,4686,5
2,3,57,52.0,0.16,5.82,37.1,62.9,6.24,43.9,60.98,40.31,61.24,7.6,5142,1
3,4,41,52.0,0.18,5.94,40.0,60.0,0.0,0.0,0.0,31.85,47.41,8.3,4706,2
4,5,28,52.0,0.15,7.18,57.89,78.2,6.75,58.33,75.0,34.85,51.52,6.5,4061,4
5,6,37,52.0,0.16,6.37,49.06,62.26,4.36,21.43,42.86,31.75,46.83,13.0,4095,3
0,1,30,47.7,0.21,6.48,51.04,66.67,6.26,48.72,61.54,29.07,43.02,1.2,3302,2
1,2,36,46.0,,3.74,19.35,29.03,3.22,11.11,33.33,24.1,36.14,20.1,4680,3
2,3,38,49.0,0.2,5.66,33.33,58.82,6.29,39.29,67.86,30.59,45.88,9.4,4208,1
